date,price_market_USD,price_market_EUR,price_official_EUR
2017-08-21,0.576076,0.4898374228,0.5000
2017-08-22,0.552169,0.4690675655,0.5000
2017-08-23,0.594236,0.50361501,0.5000
2017-08-24,0.618461,0.523836467,0.5000
2017-08-25,0.627668,0.5315720292,0.5000
2017-08-26,0.626749,0.5255917114,0.5000
2017-08-27,0.615865,0.516464389,0.5000
2017-08-28,0.609273,0.5109363378,0.5000
2017-08-29,0.631115,0.52382545,0.5000
2017-08-30,0.643167,0.5397457464,0.5000
2017-08-31,0.632974,0.5353061118,0.5000
2017-09-01,0.61255,0.513868195,0.5000
2017-09-02,0.619377,0.52027668,0.5000
2017-09-03,0.577354,0.48497736,0.5000
2017-09-04,0.600746,0.50462664,0.5000
2017-09-05,0.611336,0.514133576,0.5000
2017-09-06,0.624946,0.5238297372,0.5000
2017-09-07,0.628796,0.5252961784,0.5000
2017-09-08,0.588155,0.487698126,0.5000
2017-09-09,0.647115,0.5393703525,0.5000
2017-09-10,0.663206,0.552782201,0.5000
2017-09-11,0.6411,0.53435685,0.5000
2017-09-12,0.602591,0.504971258,0.5000
2017-09-13,0.584496,0.4879372608,0.5000
2017-09-14,0.64741,0.544730774,0.6000
2017-09-15,0.581574,0.4861377066,0.6000
2017-09-16,0.679957,0.569124009,0.6000
2017-09-17,0.650508,0.544475196,0.6000
2017-09-18,0.658871,0.551475027,0.6000
2017-09-19,0.706345,0.5900099785,0.6000
2017-09-20,0.654313,0.5449118664,0.6000
2017-09-21,0.70877,0.5953668,0.6000
2017-09-22,0.684363,0.5721959043,0.6000
2017-09-23,0.720119,0.6068442813,0.6000
2017-09-24,0.725765,0.6116021655,0.6000
2017-09-25,0.702781,0.5922335487,0.6000
2017-09-26,0.705806,0.5988058104,0.6000
2017-09-27,0.705474,0.6008522058,0.6000
2017-09-28,0.761725,0.646704525,0.6000
2017-09-29,0.716163,0.606590061,0.6000
2017-09-30,0.766405,0.652646739445,0.6000
2017-10-01,0.762951,0.649705420119,0.6000
2017-10-02,0.747574,0.636610843606,0.6000
2017-10-03,0.703116,0.598751789004,0.6000
2017-10-04,0.691759,0.587681091414,0.6000
2017-10-05,0.655011,0.557138601369,0.6000
2017-10-06,0.665935,0.56941038549,0.6000
2017-10-07,0.704114,0.600119178656,0.6000
2017-10-08,0.698115,0.5949754899,0.6000
2017-10-09,0.661925,0.564011068225,0.6000
2017-10-10,0.690577,0.585130726139,0.6000
2017-10-11,0.68255,0.5770154841,0.6000
2017-10-12,0.674668,0.568543398268,0.6000
2017-10-13,0.615117,0.52044434253,0.6000
2017-10-14,0.616305,0.521384785425,0.6000
2017-10-16,0.639835,0.54187242249,0.6000
2017-10-17,0.62517,0.53225473392,0.6000
2017-10-18,0.706197,0.599203917318,0.6000
2017-10-19,0.7062,0.5985391038,0.6000
2017-10-20,0.693383,0.586684530577,0.6000
2017-10-21,0.666898,0.566101035586,0.6000
2017-10-22,0.643743,0.54640262097,0.6000
2017-10-24,0.6213,0.5284318038,0.6000
2017-10-25,0.687178,0.583954243908,0.6000
2017-10-26,0.779095,0.659479765555,0.6000
2017-10-27,0.716475,0.61578590235,0.6000
2017-10-28,0.802571,0.691335461971,0.6000
